"precinct","office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","magnitude","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","date","readme_check"
"ASHDOWN WARD 1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"LITTLE RIVER","05081","LITTLE RIVER","05081","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"LITTLE RIVER","05081","LITTLE RIVER","05081","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LITTLE RIVER","05081","LITTLE RIVER","05081","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 1","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",563,"LITTLE RIVER","05081","LITTLE RIVER","05081","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",223,"LITTLE RIVER","05081","LITTLE RIVER","05081","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",7,"LITTLE RIVER","05081","LITTLE RIVER","05081","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","AMERICAN","OTHER","TOTAL",0,"LITTLE RIVER","05081","LITTLE RIVER","05081","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LITTLE RIVER","05081","LITTLE RIVER","05081","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"LITTLE RIVER","05081","LITTLE RIVER","05081","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",10,"LITTLE RIVER","05081","LITTLE RIVER","05081","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","SOCIALIST","OTHER","TOTAL",5,"LITTLE RIVER","05081","LITTLE RIVER","05081","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","GREEN","OTHER","TOTAL",1,"LITTLE RIVER","05081","LITTLE RIVER","05081","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","LIFE","OTHER","TOTAL",5,"LITTLE RIVER","05081","LITTLE RIVER","05081","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",3,"LITTLE RIVER","05081","LITTLE RIVER","05081","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"LITTLE RIVER","05081","LITTLE RIVER","05081","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LITTLE RIVER","05081","LITTLE RIVER","05081","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 2","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",189,"LITTLE RIVER","05081","LITTLE RIVER","05081","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",180,"LITTLE RIVER","05081","LITTLE RIVER","05081","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",2,"LITTLE RIVER","05081","LITTLE RIVER","05081","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","AMERICAN","OTHER","TOTAL",0,"LITTLE RIVER","05081","LITTLE RIVER","05081","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",2,"LITTLE RIVER","05081","LITTLE RIVER","05081","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",4,"LITTLE RIVER","05081","LITTLE RIVER","05081","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",10,"LITTLE RIVER","05081","LITTLE RIVER","05081","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","SOCIALIST","OTHER","TOTAL",2,"LITTLE RIVER","05081","LITTLE RIVER","05081","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","GREEN","OTHER","TOTAL",1,"LITTLE RIVER","05081","LITTLE RIVER","05081","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","LIFE","OTHER","TOTAL",3,"LITTLE RIVER","05081","LITTLE RIVER","05081","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",3,"LITTLE RIVER","05081","LITTLE RIVER","05081","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",2,"LITTLE RIVER","05081","LITTLE RIVER","05081","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LITTLE RIVER","05081","LITTLE RIVER","05081","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHDOWN WARD 3","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",222,"LITTLE RIVER","05081","LITTLE RIVER","05081","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"LAWRENCE","05075","LAWRENCE","05075","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",2,"LAWRENCE","05075","LAWRENCE","05075","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","AMERICAN","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","SOCIALIST","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","GREEN","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","LIFE","OTHER","TOTAL",1,"LAWRENCE","05075","LAWRENCE","05075","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"LAWRENCE","05075","LAWRENCE","05075","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLAND","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",60,"LAWRENCE","05075","LAWRENCE","05075","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",72,"INDEPENDENCE","05063","INDEPENDENCE","05063","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",4,"INDEPENDENCE","05063","INDEPENDENCE","05063","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","AMERICAN","OTHER","TOTAL",2,"INDEPENDENCE","05063","INDEPENDENCE","05063","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",2,"INDEPENDENCE","05063","INDEPENDENCE","05063","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"INDEPENDENCE","05063","INDEPENDENCE","05063","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",1,"INDEPENDENCE","05063","INDEPENDENCE","05063","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","SOCIALIST","OTHER","TOTAL",1,"INDEPENDENCE","05063","INDEPENDENCE","05063","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","GREEN","OTHER","TOTAL",1,"INDEPENDENCE","05063","INDEPENDENCE","05063","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","LIFE","OTHER","TOTAL",2,"INDEPENDENCE","05063","INDEPENDENCE","05063","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",3,"INDEPENDENCE","05063","INDEPENDENCE","05063","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",2,"INDEPENDENCE","05063","INDEPENDENCE","05063","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"INDEPENDENCE","05063","INDEPENDENCE","05063","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ASHLEY","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",402,"INDEPENDENCE","05063","INDEPENDENCE","05063","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",205,"POPE","05115","POPE","05115","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",11,"POPE","05115","POPE","05115","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","AMERICAN","OTHER","TOTAL",0,"POPE","05115","POPE","05115","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",0,"POPE","05115","POPE","05115","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","SOCIALIST","OTHER","TOTAL",1,"POPE","05115","POPE","05115","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","GREEN","OTHER","TOTAL",0,"POPE","05115","POPE","05115","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","LIFE","OTHER","TOTAL",0,"POPE","05115","POPE","05115","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",2,"POPE","05115","POPE","05115","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",2,"POPE","05115","POPE","05115","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"POPE","05115","POPE","05115","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS IN","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",816,"POPE","05115","POPE","05115","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",68,"POPE","05115","POPE","05115","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",2,"POPE","05115","POPE","05115","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","AMERICAN","OTHER","TOTAL",2,"POPE","05115","POPE","05115","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"POPE","05115","POPE","05115","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",0,"POPE","05115","POPE","05115","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","SOCIALIST","OTHER","TOTAL",0,"POPE","05115","POPE","05115","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","GREEN","OTHER","TOTAL",0,"POPE","05115","POPE","05115","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","LIFE","OTHER","TOTAL",0,"POPE","05115","POPE","05115","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"POPE","05115","POPE","05115","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",1,"POPE","05115","POPE","05115","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #1","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",424,"POPE","05115","POPE","05115","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"POPE","05115","POPE","05115","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",1,"POPE","05115","POPE","05115","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","AMERICAN","OTHER","TOTAL",0,"POPE","05115","POPE","05115","BRIAN CARROLL","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","BROCK PIERCE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","CL GAMMON","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","CONSTITUTION","OTHER","TOTAL",0,"POPE","05115","POPE","05115","DON BLANKENSHIP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","SOCIALIST","OTHER","TOTAL",0,"POPE","05115","POPE","05115","GLORIA LA RIVA","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","GREEN","OTHER","TOTAL",0,"POPE","05115","POPE","05115","HOWIE HAWKINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","LIFE","OTHER","TOTAL",0,"POPE","05115","POPE","05115","JOHN RICHARD MYERS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","KANYE WEST","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","PHIL COLLINS","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","INDEPENDENT","OTHER","TOTAL",0,"POPE","05115","POPE","05115","ROCQUE ""ROCKY"" DE LA FUENTE","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #2","US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",69,"POPE","05115","POPE","05115","DONALD J TRUMP","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #3","US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",20,"POPE","05115","POPE","05115","JOSEPH R BIDEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
"ATKINS OUT #3","US PRESIDENT","LIBERTARIAN","LIBERTARIAN","TOTAL",0,"POPE","05115","POPE","05115","JO JORGENSEN","STATEWIDE",1,"PRESIDENT",2020,"GEN","ARKANSAS","FALSE","FALSE","AR","05","71","42","2020-11-03","FALSE"
